chr	start	stop	pop
3	115605661	116898042	ASN
3	116898042	118903462	ASN
3	118903462	120523073	ASN
3	120523073	121822627	ASN
3	121822627	123198641	ASN
3	123198641	124936549	ASN
3	124936549	126214330	ASN
3	126214330	128194796	ASN
3	128194796	130024576	ASN
3	130024576	131836226	ASN
3	131836226	133573172	ASN
3	133573172	135268752	ASN
3	135268752	137727495	ASN
3	137727495	139847179	ASN
3	139847179	141034491	ASN
3	141034491	142985100	ASN
3	142985100	144169280	ASN
3	144169280	146285125	ASN
3	146285125	148637333	ASN
3	148637333	150530065	ASN
3	150530065	151256352	ASN
3	151256352	152222143	ASN
3	152222143	153407526	ASN
3	153407526	154485881	ASN
3	154485881	157311596	ASN
3	157311596	159155377	ASN
3	159155377	161620009	ASN
3	161620009	165935731	ASN
3	165935731	168270619	ASN
3	168270619	172048457	ASN
3	172048457	175051223	ASN
3	175051223	176928975	ASN
3	176928975	179376588	ASN
3	179376588	181637723	ASN
3	181637723	184112682	ASN
3	184112682	186230742	ASN
3	186230742	188951597	ASN
3	188951597	190355509	ASN
3	190355509	192344597	ASN
3	192344597	193962112	ASN
3	193962112	195349066	ASN
3	195349066	196728482	ASN
3	196728482	197946622	ASN
4	10240	695912	ASN
4	695912	2306583	ASN
4	2306583	3384844	ASN
4	3384844	4989588	ASN
4	4989588	6325242	ASN
4	6325242	7663190	ASN
4	7663190	9217084	ASN
4	9217084	10698980	ASN
4	10698980	13004348	ASN
4	13004348	15148516	ASN
4	15148516	16579695	ASN
4	16579695	18752293	ASN
4	18752293	20486651	ASN
4	20486651	22319288	ASN
4	22319288	24135369	ASN
4	24135369	26836317	ASN
4	26836317	29313037	ASN
4	29313037	31205517	ASN
4	31205517	32593453	ASN
4	32593453	35151582	ASN
4	35151582	36540810	ASN
4	36540810	38203464	ASN
4	38203464	40588393	ASN
4	40588393	42664297	ASN
4	42664297	45189270	ASN
4	45189270	47412253	ASN
4	47412253	47997645	ASN
4	47997645	54658565	ASN
4	54658565	57458942	ASN
4	57458942	59360441	ASN
4	59360441	60608829	ASN
4	60608829	61598883	ASN
4	61598883	63843686	ASN
4	63843686	64504614	ASN
4	64504614	65592228	ASN
4	65592228	68741353	ASN
4	68741353	69601808	ASN
4	69601808	72418006	ASN
4	72418006	74888947	ASN
4	74888947	77718852	ASN
4	77718852	78969420	ASN
4	78969420	80322665	ASN
4	80322665	82691669	ASN
4	82691669	83510372	ASN
4	83510372	84922154	ASN
4	84922154	87214993	ASN
4	87214993	89236855	ASN
4	89236855	90500460	ASN
4	90500460	92166236	ASN
4	92166236	94233168	ASN
4	94233168	95896913	ASN
4	95896913	97912515	ASN
4	97912515	99040831	ASN
4	99040831	101711689	ASN
4	101711689	102707193	ASN
4	102707193	105305539	ASN
4	105305539	107501341	ASN
4	107501341	109780301	ASN
4	109780301	111466213	ASN
4	111466213	114687995	ASN
4	114687995	118224725	ASN
4	118224725	119932620	ASN
4	119932620	121393951	ASN
4	121393951	122458885	ASN
4	122458885	124387408	ASN
4	124387408	126751239	ASN
4	126751239	127833073	ASN
4	127833073	130591861	ASN
4	130591861	131284305	ASN
4	131284305	133742120	ASN
4	133742120	134111558	ASN
4	134111558	135954226	ASN
4	135954226	137831942	ASN
4	137831942	139197294	ASN
4	139197294	143226784	ASN
4	143226784	145025810	ASN
4	145025810	148834277	ASN
4	148834277	150683433	ASN
4	150683433	152782184	ASN
4	152782184	154122370	ASN
4	154122370	155546839	ASN
4	155546839	157596253	ASN
4	157596253	158455363	ASN
4	158455363	161798202	ASN
4	161798202	161998784	ASN
4	161998784	163413310	ASN
4	163413310	164173867	ASN
4	164173867	165472929	ASN
4	165472929	166593952	ASN
4	166593952	167853560	ASN
4	167853560	169676676	ASN
4	169676676	171209592	ASN
4	171209592	172963785	ASN
4	172963785	174857042	ASN
4	174857042	176376342	ASN
4	176376342	179391123	ASN
4	179391123	180547908	ASN
4	180547908	183473284	ASN
4	183473284	184930023	ASN
4	184930023	186544264	ASN
4	186544264	187867533	ASN
4	187867533	189155114	ASN
4	189155114	189915203	ASN
4	189915203	191043594	ASN
5	11940	1483180	ASN
5	1483180	2851269	ASN
5	2851269	4940255	ASN
5	4940255	5973036	ASN
5	5973036	8445402	ASN
5	8445402	9873006	ASN
5	9873006	11849590	ASN
5	11849590	13611631	ASN
5	13611631	17400372	ASN
5	17400372	18850604	ASN
5	18850604	22657008	ASN
5	22657008	23719696	ASN
5	23719696	26124488	ASN
5	26124488	27316597	ASN
5	27316597	29594524	ASN
5	29594524	31391126	ASN
5	31391126	33500818	ASN
5	33500818	35048572	ASN
5	35048572	36433092	ASN
5	36433092	38802788	ASN
5	38802788	40287729	ASN
5	40287729	42858747	ASN
5	42858747	44045380	ASN
5	44045380	49410915	ASN
5	49410915	51701349	ASN
5	51701349	53748307	ASN
5	53748307	55416658	ASN
5	55416658	57339005	ASN
5	57339005	58523945	ASN
5	58523945	61247124	ASN
5	61247124	62536058	ASN
5	62536058	65205427	ASN
5	65205427	67851517	ASN
5	67851517	71419711	ASN
5	71419711	73759199	ASN
5	73759199	76221198	ASN
5	76221198	77283975	ASN
5	77283975	79394041	ASN
5	79394041	79992758	ASN
5	79992758	81237241	ASN
5	81237241	83972773	ASN
5	83972773	85767057	ASN
5	85767057	87438020	ASN
5	87438020	90423339	ASN
5	90423339	91840637	ASN
5	91840637	93811097	ASN
5	93811097	96374150	ASN
5	96374150	97316375	ASN
5	97316375	99261850	ASN
5	99261850	100595234	ASN
5	100595234	103181351	ASN
5	103181351	104854817	ASN
5	104854817	106909041	ASN
5	106909041	109233618	ASN
5	109233618	110896791	ASN
5	110896791	112302830	ASN
5	112302830	113777986	ASN
5	113777986	114751103	ASN
5	114751103	115879777	ASN
5	115879777	117082850	ASN
5	117082850	118675901	ASN
5	118675901	119669846	ASN
5	119669846	122002653	ASN
5	122002653	123240670	ASN
5	123240670	125128470	ASN
5	125128470	127345468	ASN
5	127345468	129519147	ASN
5	129519147	132007338	ASN
5	132007338	134777577	ASN
5	134777577	136376492	ASN
5	136376492	139409053	ASN
5	139409053	141852077	ASN
5	141852077	143592976	ASN
5	143592976	146434800	ASN
5	146434800	148549094	ASN
5	148549094	150911275	ASN
5	150911275	152504700	ASN
5	152504700	153899307	ASN
5	153899307	156627810	ASN
5	156627810	157585548	ASN
5	157585548	159866697	ASN
5	159866697	161694489	ASN
5	161694489	163803607	ASN
5	163803607	165314602	ASN
5	165314602	167651859	ASN
5	167651859	169330611	ASN
5	169330611	170904981	ASN
5	170904981	172766002	ASN
5	172766002	174167623	ASN
5	174167623	176509938	ASN
5	176509938	179096402	ASN
5	179096402	179828925	ASN
5	179828925	180885156	ASN
6	73924	1452083	ASN
6	1452083	2510436	ASN
6	2510436	4317569	ASN
6	4317569	5057821	ASN
6	5057821	6752797	ASN
6	6752797	7975637	ASN
6	7975637	9020424	ASN
6	9020424	10627076	ASN
6	10627076	12365129	ASN
6	12365129	13835830	ASN
6	13835830	15819455	ASN
6	15819455	18404207	ASN
6	18404207	19672632	ASN
6	19672632	23199920	ASN
6	23199920	24397129	ASN
6	24397129	26141757	ASN
6	26141757	26697553	ASN
6	26697553	28901402	ASN
6	28901402	29688046	ASN
6	29688046	30458591	ASN
6	30458591	31054923	ASN
6	31054923	31571894	ASN
6	31571894	32682590	ASN
6	32682590	33209310	ASN
6	33209310	35757007	ASN
6	35757007	37112681	ASN
6	37112681	39022823	ASN
6	39022823	40434091	ASN
6	40434091	41712058	ASN
6	41712058	43728479	ASN
6	43728479	45405389	ASN
6	45405389	46731324	ASN
6	46731324	49957253	ASN
6	49957253	51171480	ASN
6	51171480	52828869	ASN
6	52828869	54293678	ASN
6	54293678	56105707	ASN
6	56105707	58138275	ASN
6	58138275	62693823	ASN
6	62693823	64607599	ASN
6	64607599	65764776	ASN
6	65764776	67152226	ASN
6	67152226	67906136	ASN
6	67906136	70361484	ASN
6	70361484	71609005	ASN
6	71609005	73451673	ASN
6	73451673	74404068	ASN
6	74404068	76627639	ASN
6	76627639	77415155	ASN
6	77415155	78385577	ASN
6	78385577	80691482	ASN
6	80691482	82389311	ASN
6	82389311	84742341	ASN
6	84742341	87650463	ASN
6	87650463	88857392	ASN
6	88857392	91092352	ASN
6	91092352	92348705	ASN
6	92348705	94329244	ASN
6	94329244	96490134	ASN
6	96490134	98021637	ASN
6	98021637	100875516	ASN
6	100875516	102201824	ASN
6	102201824	104733704	ASN
6	104733704	107240062	ASN
6	107240062	108858460	ASN
6	108858460	110305071	ASN
6	110305071	112345456	ASN
6	112345456	114220833	ASN
6	114220833	116703926	ASN
6	116703926	118099644	ASN
6	118099644	120338588	ASN
6	120338588	122348428	ASN
6	122348428	124099184	ASN
6	124099184	127540155	ASN
6	127540155	129860936	ASN
6	129860936	130935711	ASN
6	130935711	132891666	ASN
6	132891666	134243918	ASN
6	134243918	136223664	ASN
6	136223664	138245745	ASN
6	138245745	139976687	ASN
6	139976687	142288533	ASN
6	142288533	145518030	ASN
6	145518030	147740272	ASN
6	147740272	150755000	ASN
6	150755000	152702385	ASN
6	152702385	153993093	ASN
6	153993093	157641072	ASN
6	157641072	159542046	ASN
6	159542046	162169452	ASN
6	162169452	164360067	ASN
6	164360067	166831724	ASN
6	166831724	168042468	ASN
6	168042468	169236971	ASN
6	169236971	169946666	ASN
6	169946666	171051270	ASN
7	16161	1240747	ASN
7	1240747	2482290	ASN
7	2482290	4142453	ASN
7	4142453	5455378	ASN
7	5455378	6573087	ASN
7	6573087	8162908	ASN
7	8162908	9034684	ASN
7	9034684	10882977	ASN
7	10882977	12635431	ASN
7	12635431	14141608	ASN
7	14141608	15591421	ASN
7	15591421	16902524	ASN
7	16902524	18759806	ASN
7	18759806	21715378	ASN
7	21715378	23472033	ASN
7	23472033	26552261	ASN
7	26552261	28554104	ASN
7	28554104	31137289	ASN
7	31137289	33997077	ASN
7	33997077	36120153	ASN
7	36120153	37910002	ASN
7	37910002	38965629	ASN
7	38965629	40482673	ASN
7	40482673	41853482	ASN
7	41853482	43448397	ASN
7	43448397	45523273	ASN
7	45523273	47104276	ASN
7	47104276	49211848	ASN
7	49211848	51674880	ASN
7	51674880	53176376	ASN
7	53176376	54905959	ASN
7	54905959	57382764	ASN
7	57382764	62560322	ASN
7	62560322	63624322	ASN
7	63624322	67371495	ASN
7	67371495	68458764	ASN
7	68458764	69083424	ASN
7	69083424	71874126	ASN
7	71874126	74408523	ASN
7	74408523	76499312	ASN
7	76499312	78460635	ASN
7	78460635	80333322	ASN
7	80333322	81714243	ASN
7	81714243	83567546	ASN
7	83567546	85570789	ASN
7	85570789	88189329	ASN
7	88189329	89727016	ASN
7	89727016	92494245	ASN
7	92494245	94058818	ASN
7	94058818	96432923	ASN
7	96432923	99365083	ASN
7	99365083	100526290	ASN
7	100526290	101731498	ASN
7	101731498	103197911	ASN
7	103197911	103793049	ASN
7	103793049	105681590	ASN
7	105681590	107460001	ASN
7	107460001	109296362	ASN
7	109296362	112125631	ASN
7	112125631	113714773	ASN
7	113714773	116918288	ASN
7	116918288	119074052	ASN
7	119074052	120269171	ASN
7	120269171	122992990	ASN
7	122992990	125775066	ASN
7	125775066	126869221	ASN
7	126869221	129589868	ASN
7	129589868	131635483	ASN
7	131635483	133736374	ASN
7	133736374	136111689	ASN
7	136111689	138309842	ASN
7	138309842	139664085	ASN
7	139664085	141678417	ASN
7	141678417	142659758	ASN
7	142659758	145171422	ASN
7	145171422	146397904	ASN
7	146397904	147996405	ASN
7	147996405	149500992	ASN
7	149500992	151627123	ASN
7	151627123	153033738	ASN
7	153033738	154964316	ASN
7	154964316	156153106	ASN
7	156153106	157635553	ASN
7	157635553	159128575	ASN
8	10422	720794	ASN
8	720794	1162980	ASN
8	1162980	1957008	ASN
8	1957008	2791987	ASN
8	2791987	3361150	ASN
8	3361150	3704713	ASN
8	3704713	4480374	ASN
8	4480374	5146927	ASN
8	5146927	6142331	ASN
8	6142331	7153079	ASN
8	7153079	9099581	ASN
8	9099581	10118214	ASN
8	10118214	11088309	ASN
8	11088309	13394643	ASN
8	13394643	13945976	ASN
8	13945976	15709611	ASN
8	15709611	17300379	ASN
8	17300379	18671055	ASN
8	18671055	19221080	ASN
8	19221080	21137819	ASN
8	21137819	21901218	ASN
8	21901218	23028335	ASN
8	23028335	24672501	ASN
8	24672501	25803980	ASN
8	25803980	26900699	ASN
8	26900699	28621013	ASN
8	28621013	30534248	ASN
8	30534248	33044704	ASN
8	33044704	34782251	ASN
8	34782251	38017236	ASN
8	38017236	40054435	ASN
8	40054435	42472800	ASN
8	42472800	46841315	ASN
8	46841315	51464550	ASN
8	51464550	53885291	ASN
8	53885291	54450917	ASN
8	54450917	56115358	ASN
8	56115358	57212083	ASN
8	57212083	59047312	ASN
8	59047312	60470380	ASN
8	60470380	62328609	ASN
8	62328609	63426172	ASN
8	63426172	67414034	ASN
8	67414034	69121036	ASN
8	69121036	72289571	ASN
8	72289571	73836479	ASN
8	73836479	75684315	ASN
8	75684315	77379451	ASN
8	77379451	79751440	ASN
8	79751440	82016264	ASN
8	82016264	83727741	ASN
8	83727741	85110408	ASN
8	85110408	85978701	ASN
8	85978701	87634581	ASN
8	87634581	89085481	ASN
8	89085481	90639838	ASN
8	90639838	94303592	ASN
8	94303592	96205877	ASN
8	96205877	99403074	ASN
8	99403074	102260923	ASN
8	102260923	104123443	ASN
8	104123443	107270871	ASN
8	107270871	109011379	ASN
8	109011379	115011595	ASN
8	115011595	116407568	ASN
8	116407568	121179006	ASN
8	121179006	123780420	ASN
8	123780420	126401023	ASN
8	126401023	128708975	ASN
8	128708975	130003883	ASN
8	130003883	131959714	ASN
8	131959714	133351162	ASN
8	133351162	134571618	ASN
8	134571618	137120280	ASN
8	137120280	139607999	ASN
8	139607999	141104817	ASN
8	141104817	142610656	ASN
8	142610656	144214290	ASN
8	144214290	146303867	ASN
9	10023	1197526	ASN
9	1197526	2235668	ASN
9	2235668	2696555	ASN
9	2696555	4320425	ASN
9	4320425	6144486	ASN
9	6144486	7759242	ASN
9	7759242	8919319	ASN
9	8919319	11103346	ASN
9	11103346	12046746	ASN
9	12046746	14836080	ASN
9	14836080	16364351	ASN
9	16364351	18259692	ASN
9	18259692	20288119	ASN
9	20288119	21938460	ASN
9	21938460	23424761	ASN
9	23424761	24746694	ASN
9	24746694	25893114	ASN
9	25893114	27748183	ASN
9	27748183	29938115	ASN
9	29938115	31118133	ASN
9	31118133	31884883	ASN
9	31884883	33578941	ASN
9	33578941	34701352	ASN
9	34701352	36745892	ASN
9	36745892	38717181	ASN
9	38717181	69989375	ASN
9	69989375	72513605	ASN
9	72513605	74398785	ASN
9	74398785	75708879	ASN
9	75708879	77543688	ASN
9	77543688	79221991	ASN
9	79221991	81510359	ASN
9	81510359	82682883	ASN
9	82682883	83713504	ASN
9	83713504	86070382	ASN
9	86070382	87812366	ASN
9	87812366	89493523	ASN
9	89493523	92343050	ASN
9	92343050	94165486	ASN
9	94165486	96486026	ASN
9	96486026	98547390	ASN
9	98547390	100312284	ASN
9	100312284	102281873	ASN
9	102281873	104225480	ASN
9	104225480	105967984	ASN
9	105967984	107829748	ASN
9	107829748	110368474	ASN
9	110368474	112864469	ASN
9	112864469	116400502	ASN
9	116400502	119530000	ASN
9	119530000	122117725	ASN
9	122117725	124681439	ASN
9	124681439	126973204	ASN
9	126973204	128927728	ASN
9	128927728	130597604	ASN
9	130597604	132047808	ASN
9	132047808	133641809	ASN
9	133641809	134137629	ASN
9	134137629	134722557	ASN
9	134722557	136612240	ASN
9	136612240	138198537	ASN
9	138198537	139575793	ASN
9	139575793	141144796	ASN
10	60523	1523806	ASN
10	1523806	3350441	ASN
10	3350441	4806512	ASN
10	4806512	5699799	ASN
10	5699799	7227267	ASN
10	7227267	9038946	ASN
10	9038946	10631304	ASN
10	10631304	12641986	ASN
10	12641986	14492886	ASN
10	14492886	16679279	ASN
10	16679279	18537267	ASN
10	18537267	20311057	ASN
10	20311057	22282803	ASN
10	22282803	24787658	ASN
10	24787658	26886615	ASN
10	26886615	28736450	ASN
10	28736450	30287398	ASN
10	30287398	31908498	ASN
10	31908498	33908655	ASN
10	33908655	35148611	ASN
10	35148611	36940703	ASN
10	36940703	43606459	ASN
10	43606459	45448031	ASN
10	45448031	47753192	ASN
10	47753192	50452594	ASN
10	50452594	52087335	ASN
10	52087335	53791679	ASN
10	53791679	55868180	ASN
10	55868180	57129543	ASN
10	57129543	59159037	ASN
10	59159037	60514349	ASN
10	60514349	62085190	ASN
10	62085190	64198067	ASN
10	64198067	66313715	ASN
10	66313715	67549741	ASN
10	67549741	68757629	ASN
10	68757629	71054709	ASN
10	71054709	72673145	ASN
10	72673145	73730459	ASN
10	73730459	75699350	ASN
10	75699350	79466701	ASN
10	79466701	80464093	ASN
10	80464093	82568989	ASN
10	82568989	83992480	ASN
10	83992480	85920709	ASN
10	85920709	87935759	ASN
10	87935759	89149284	ASN
10	89149284	90787308	ASN
10	90787308	92107336	ASN
10	92107336	95362627	ASN
10	95362627	97064851	ASN
10	97064851	100365649	ASN
10	100365649	102471756	ASN
10	102471756	106139565	ASN
10	106139565	107883349	ASN
10	107883349	110353327	ASN
10	110353327	112170486	ASN
10	112170486	115752990	ASN
10	115752990	117845895	ASN
10	117845895	120999638	ASN
10	120999638	122365962	ASN
10	122365962	123230919	ASN
10	123230919	124236219	ASN
10	124236219	126143063	ASN
10	126143063	127822235	ASN
10	127822235	129962926	ASN
10	129962926	130764813	ASN
10	130764813	131740761	ASN
10	131740761	132689305	ASN
10	132689305	134038000	ASN
10	134038000	134609626	ASN
10	134609626	135523865	ASN
11	70855	2739889	ASN
11	2739889	4466102	ASN
11	4466102	6565001	ASN
11	6565001	7461582	ASN
11	7461582	9555470	ASN
11	9555470	10371326	ASN
11	10371326	12639329	ASN
11	12639329	13629455	ASN
11	13629455	15465638	ASN
11	15465638	17579783	ASN
11	17579783	19569432	ASN
11	19569432	21205247	ASN
11	21205247	22387440	ASN
11	22387440	23673700	ASN
11	23673700	25165355	ASN
11	25165355	26754938	ASN
11	26754938	29492526	ASN
11	29492526	30687490	ASN
11	30687490	32062967	ASN
11	32062967	34218653	ASN
11	34218653	35442608	ASN
11	35442608	38611205	ASN
11	38611205	40720444	ASN
11	40720444	44785739	ASN
11	44785739	47003018	ASN
11	47003018	54695473	ASN
11	54695473	55753843	ASN
11	55753843	58455947	ASN
11	58455947	59251804	ASN
11	59251804	62201641	ASN
11	62201641	63804569	ASN
11	63804569	67409718	ASN
11	67409718	69511630	ASN
11	69511630	70926292	ASN
11	70926292	72895950	ASN
11	72895950	74161461	ASN
11	74161461	76796159	ASN
11	76796159	79374417	ASN
11	79374417	81211602	ASN
11	81211602	84214592	ASN
11	84214592	86425728	ASN
11	86425728	88282078	ASN
11	88282078	90954609	ASN
11	90954609	92731401	ASN
11	92731401	94987750	ASN
11	94987750	97673784	ASN
11	97673784	98704141	ASN
11	98704141	100417158	ASN
11	100417158	102156568	ASN
11	102156568	103493096	ASN
11	103493096	105501639	ASN
11	105501639	106254207	ASN
11	106254207	107843998	ASN
11	107843998	109178131	ASN
11	109178131	111986912	ASN
11	111986912	114123539	ASN
11	114123539	115428159	ASN
11	115428159	116383543	ASN
11	116383543	117901740	ASN
11	117901740	118900987	ASN
11	118900987	120771784	ASN
11	120771784	121769481	ASN
11	121769481	123339958	ASN
11	123339958	124496119	ASN
11	124496119	126773879	ASN
11	126773879	128188777	ASN
11	128188777	130049774	ASN
11	130049774	131429519	ASN
11	131429519	132723635	ASN
11	132723635	134204731	ASN
11	134204731	134946452	ASN
12	61107	1739022	ASN
12	1739022	3562408	ASN
12	3562408	5198073	ASN
12	5198073	6521657	ASN
12	6521657	7995249	ASN
12	7995249	9032964	ASN
12	9032964	10480872	ASN
12	10480872	11479021	ASN
12	11479021	14428647	ASN
12	14428647	15819892	ASN
12	15819892	18628021	ASN
12	18628021	20523761	ASN
12	20523761	21757656	ASN
12	21757656	24562053	ASN
12	24562053	26532779	ASN
12	26532779	28193227	ASN
12	28193227	29630824	ASN
12	29630824	31158540	ASN
12	31158540	32164007	ASN
12	32164007	34339984	ASN
12	34339984	37856717	ASN
12	37856717	41198904	ASN
12	41198904	42347745	ASN
12	42347745	43212362	ASN
12	43212362	45209544	ASN
12	45209544	47786056	ASN
12	47786056	50165690	ASN
12	50165690	52569388	ASN
12	52569388	54688126	ASN
12	54688126	56798800	ASN
12	56798800	59994970	ASN
12	59994970	61965142	ASN
12	61965142	66069782	ASN
12	66069782	68247434	ASN
12	68247434	70817279	ASN
12	70817279	73150803	ASN
12	73150803	73733754	ASN
12	73733754	76517683	ASN
12	76517683	78400195	ASN
12	78400195	80115362	ASN
12	80115362	82073040	ASN
12	82073040	82916340	ASN
12	82916340	84116732	ASN
12	84116732	86138538	ASN
12	86138538	89682291	ASN
12	89682291	92066155	ASN
12	92066155	93932579	ASN
12	93932579	95148195	ASN
12	95148195	96440950	ASN
12	96440950	98579855	ASN
12	98579855	100780655	ASN
12	100780655	103124291	ASN
12	103124291	104845403	ASN
12	104845403	106156520	ASN
12	106156520	107548626	ASN
12	107548626	109270450	ASN
12	109270450	113028429	ASN
12	113028429	114181109	ASN
12	114181109	116184485	ASN
12	116184485	117008585	ASN
12	117008585	118149097	ASN
12	118149097	119859279	ASN
12	119859279	122015993	ASN
12	122015993	124721969	ASN
12	124721969	127195165	ASN
12	127195165	128810029	ASN
12	128810029	130612385	ASN
12	130612385	132015258	ASN
12	132015258	133841511	ASN
13	19020013	21479583	ASN
13	21479583	22386165	ASN
13	22386165	23326260	ASN
13	23326260	24531980	ASN
13	24531980	25728172	ASN
13	25728172	27283456	ASN
13	27283456	29435976	ASN
13	29435976	30625939	ASN
13	30625939	32301388	ASN
13	32301388	34095663	ASN
13	34095663	35433085	ASN
13	35433085	37137641	ASN
13	37137641	38965013	ASN
13	38965013	40859944	ASN
13	40859944	42118645	ASN
13	42118645	43701331	ASN
13	43701331	45477002	ASN
13	45477002	47324761	ASN
13	47324761	49286438	ASN
13	49286438	51723601	ASN
13	51723601	52762360	ASN
13	52762360	55562140	ASN
13	55562140	56437606	ASN
13	56437606	58829326	ASN
13	58829326	61392802	ASN
13	61392802	63401793	ASN
13	63401793	65340421	ASN
13	65340421	67714796	ASN
13	67714796	69224436	ASN
13	69224436	71978413	ASN
13	71978413	73934089	ASN
13	73934089	75806473	ASN
13	75806473	77411044	ASN
13	77411044	79469556	ASN
13	79469556	81726772	ASN
13	81726772	85035885	ASN
13	85035885	88190873	ASN
13	88190873	90177954	ASN
13	90177954	92913093	ASN
13	92913093	94779284	ASN
13	94779284	96087870	ASN
13	96087870	97768098	ASN
13	97768098	98959258	ASN
13	98959258	100633111	ASN
13	100633111	102104031	ASN
13	102104031	104167666	ASN
13	104167666	105863276	ASN
13	105863276	107114897	ASN
13	107114897	109121210	ASN
13	109121210	110188241	ASN
13	110188241	112137059	ASN
13	112137059	113609604	ASN
13	113609604	115109853	ASN
14	19002084	21191945	ASN
14	21191945	23018665	ASN
14	23018665	24905123	ASN
14	24905123	27533181	ASN
14	27533181	29862815	ASN
14	29862815	32382215	ASN
14	32382215	34815856	ASN
14	34815856	35858508	ASN
14	35858508	40256601	ASN
14	40256601	40342047	ASN
14	40342047	43066701	ASN
14	43066701	43802046	ASN
14	43802046	46081716	ASN
14	46081716	47458806	ASN
14	47458806	49956535	ASN
14	49956535	52048393	ASN
14	52048393	53474136	ASN
14	53474136	53997290	ASN
14	53997290	55234112	ASN
14	55234112	56216787	ASN
14	56216787	57481315	ASN
14	57481315	59448878	ASN
14	59448878	62043302	ASN
14	62043302	63291421	ASN
14	63291421	65225452	ASN
14	65225452	67889283	ASN
14	67889283	71102397	ASN
14	71102397	72890154	ASN
14	72890154	74832030	ASN
14	74832030	77605473	ASN
14	77605473	78561980	ASN
14	78561980	81000021	ASN
14	81000021	83137833	ASN
14	83137833	84092007	ASN
14	84092007	85568114	ASN
14	85568114	87635079	ASN
14	87635079	89411185	ASN
14	89411185	91618007	ASN
14	91618007	92916399	ASN
14	92916399	94325285	ASN
14	94325285	95947052	ASN
14	95947052	97572724	ASN
14	97572724	99370326	ASN
14	99370326	101357468	ASN
14	101357468	103390025	ASN
14	103390025	105001894	ASN
14	105001894	106339117	ASN
14	106339117	107289454	ASN
15	20001200	24979404	ASN
15	24979404	27298112	ASN
15	27298112	28604617	ASN
15	28604617	30435204	ASN
15	30435204	32197742	ASN
15	32197742	34016007	ASN
15	34016007	35038011	ASN
15	35038011	37456726	ASN
15	37456726	38531452	ASN
15	38531452	40384324	ASN
15	40384324	41798467	ASN
15	41798467	42910414	ASN
15	42910414	45095316	ASN
15	45095316	46666511	ASN
15	46666511	48365228	ASN
15	48365228	50008043	ASN
15	50008043	51678516	ASN
15	51678516	53699684	ASN
15	53699684	55823743	ASN
15	55823743	56865255	ASN
15	56865255	58828306	ASN
15	58828306	59909705	ASN
15	59909705	61292486	ASN
15	61292486	63015122	ASN
15	63015122	64339748	ASN
15	64339748	67468817	ASN
15	67468817	68891518	ASN
15	68891518	72047167	ASN
15	72047167	73628714	ASN
15	73628714	76398691	ASN
15	76398691	78516009	ASN
15	78516009	80638744	ASN
15	80638744	84260703	ASN
15	84260703	86652259	ASN
15	86652259	88370262	ASN
15	88370262	90070118	ASN
15	90070118	92011845	ASN
15	92011845	93591318	ASN
15	93591318	94922391	ASN
15	94922391	96473837	ASN
15	96473837	98030720	ASN
15	98030720	100290016	ASN
15	100290016	102520966	ASN
16	60054	1107356	ASN
16	1107356	2410640	ASN
16	2410640	4046570	ASN
16	4046570	5117847	ASN
16	5117847	5855102	ASN
16	5855102	6893427	ASN
16	6893427	7604976	ASN
16	7604976	8961640	ASN
16	8961640	10868121	ASN
16	10868121	12612116	ASN
16	12612116	13154643	ASN
16	13154643	14470775	ASN
16	14470775	16960200	ASN
16	16960200	18102736	ASN
16	18102736	20151006	ASN
16	20151006	21499397	ASN
16	21499397	24309956	ASN
16	24309956	25725416	ASN
16	25725416	27795175	ASN
16	27795175	29698606	ASN
16	29698606	32703171	ASN
16	32703171	49008733	ASN
16	49008733	51214363	ASN
16	51214363	54450244	ASN
16	54450244	56907578	ASN
16	56907578	58867358	ASN
16	58867358	60746327	ASN
16	60746327	62227636	ASN
16	62227636	63691589	ASN
16	63691589	66398031	ASN
16	66398031	69541877	ASN
16	69541877	73543801	ASN
16	73543801	74971511	ASN
16	74971511	76275794	ASN
16	76275794	77523907	ASN
16	77523907	78865571	ASN
16	78865571	80297074	ASN
16	80297074	81432839	ASN
16	81432839	82747943	ASN
16	82747943	83612985	ASN
16	83612985	84445738	ASN
16	84445738	85374253	ASN
16	85374253	86981136	ASN
16	86981136	88704477	ASN
16	88704477	90292812	ASN
17	56	1173001	ASN
17	1173001	2632816	ASN
17	2632816	3591295	ASN
17	3591295	5574965	ASN
17	5574965	6634094	ASN
17	6634094	9312566	ASN
17	9312566	10575138	ASN
17	10575138	12534588	ASN
17	12534588	13464480	ASN
17	13464480	14215665	ASN
17	14215665	15280576	ASN
17	15280576	16437685	ASN
17	16437685	18853178	ASN
17	18853178	21285188	ASN
17	21285188	26802478	ASN
17	26802478	29266626	ASN
17	29266626	31695393	ASN
17	31695393	32911704	ASN
17	32911704	34395061	ASN
17	34395061	36495389	ASN
17	36495389	38649589	ASN
17	38649589	39900528	ASN
17	39900528	43932381	ASN
17	43932381	45880185	ASN
17	45880185	49895548	ASN
17	49895548	51665573	ASN
17	51665573	53597456	ASN
17	53597456	55680273	ASN
17	55680273	57488351	ASN
17	57488351	59650641	ASN
17	59650641	63102444	ASN
17	63102444	64800166	ASN
17	64800166	67858770	ASN
17	67858770	69546299	ASN
17	69546299	72789312	ASN
17	72789312	75392712	ASN
17	75392712	77326228	ASN
